rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
8326	SNX27	sorting nexin family member 27	246512	2	2	2	0	1	0	1	0	0	0	0.292	0.515	0.918	0.276	1.000	0.652	1.000
8327	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	179965	1	1	1	1	0	0	0	0	1	0	0.652	1.000	NaN	NaN	NaN	0.652	1.000
8328	FAM200A	family with sequence similarity 200, member A	311999	1	1	1	0	0	0	0	1	0	0	0.652	0.868	NaN	NaN	NaN	0.652	1.000
8329	CARD8	caspase recruitment domain family, member 8	302923	1	1	1	0	0	0	0	1	0	0	0.652	0.852	NaN	NaN	NaN	0.652	1.000
8330	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	405254	2	2	2	0	1	0	1	0	0	0	0.552	0.528	0.349	0.587	0.530	0.652	1.000
8331	PLCL2	phospholipase C-like 2	536236	2	2	2	0	0	0	0	1	1	0	0.586	0.653	0.333	0.487	0.499	0.652	1.000
8332	DOK6	docking protein 6	183154	1	1	1	0	0	1	0	0	0	0	0.652	0.747	NaN	NaN	NaN	0.652	1.000
8333	SELENBP1	selenium binding protein 1	266327	1	1	1	0	1	0	0	0	0	0	0.652	0.726	NaN	NaN	NaN	0.652	1.000
8334	PAOX	polyamine oxidase (exo-N4-amino)	267279	1	1	1	0	0	0	0	1	0	0	0.652	0.848	NaN	NaN	NaN	0.652	1.000
8335	KIAA1161	KIAA1161	226149	2	2	2	1	2	0	0	0	0	0	0.590	0.736	0.248	0.606	0.497	0.653	1.000
8336	CPSF3	cleavage and polyadenylation specific factor 3, 73kDa	392407	1	1	1	0	0	0	0	1	0	0	0.653	0.856	NaN	NaN	NaN	0.653	1.000
8337	AP3M1	adaptor-related protein complex 3, mu 1 subunit	233283	1	1	1	0	0	0	0	1	0	0	0.653	0.834	NaN	NaN	NaN	0.653	1.000
8338	SGMS1	sphingomyelin synthase 1	225003	1	1	1	0	0	1	0	0	0	0	0.653	0.720	NaN	NaN	NaN	0.653	1.000
8339	CCDC92	coiled-coil domain containing 92	170523	2	2	2	0	1	0	0	0	1	0	0.305	0.408	0.403	0.859	0.960	0.653	1.000
8340	CNN1	calponin 1, basic, smooth muscle	168772	1	1	1	0	0	1	0	0	0	0	0.653	0.651	NaN	NaN	NaN	0.653	1.000
8341	L1CAM	L1 cell adhesion molecule	650594	4	4	4	2	2	1	1	0	0	0	0.821	0.748	0.311	0.351	0.357	0.653	1.000
8342	ANKRD31	ankyrin repeat domain 31	401977	1	1	1	1	0	0	0	1	0	0	0.654	0.978	NaN	NaN	NaN	0.654	1.000
8343	SLC44A1	solute carrier family 44, member 1	367619	1	1	1	1	0	0	0	0	1	0	0.654	0.946	NaN	NaN	NaN	0.654	1.000
8344	FNBP1	formin binding protein 1	343306	3	3	3	0	1	1	1	0	0	0	0.294	0.425	0.791	0.556	1.000	0.654	1.000
8345	LNPEP	leucyl/cystinyl aminopeptidase	566106	3	3	3	2	0	1	0	1	1	0	0.853	0.929	0.296	0.426	0.344	0.654	1.000
8346	RASAL2	RAS protein activator like 2	695618	5	4	5	0	0	2	1	2	0	0	0.471	0.296	0.761	0.273	0.624	0.654	1.000
8347	LAMB1	laminin, beta 1	1006545	5	5	5	1	0	2	1	1	1	0	0.611	0.604	0.291	0.459	0.481	0.654	1.000
8348	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	291649	1	1	1	0	0	0	0	1	0	0	0.654	0.815	NaN	NaN	NaN	0.654	1.000
8349	NR4A1	nuclear receptor subfamily 4, group A, member 1	323982	1	1	1	0	0	0	0	1	0	0	0.654	0.809	NaN	NaN	NaN	0.654	1.000
8350	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	350409	1	1	1	1	0	0	0	0	1	0	0.654	1.000	NaN	NaN	NaN	0.654	1.000
8351	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	218561	1	1	1	0	0	0	1	0	0	0	0.654	0.765	NaN	NaN	NaN	0.654	1.000
8352	THADA	thyroid adenoma associated	1095633	8	7	8	0	2	3	1	1	1	0	0.294	0.132	0.723	0.665	1.000	0.654	1.000
8353	ILDR2	immunoglobulin-like domain containing receptor 2	235595	2	2	2	0	0	1	0	1	0	0	0.294	0.613	0.627	0.622	1.000	0.654	1.000
8354	EXO1	exonuclease 1	469997	3	3	3	1	0	3	0	0	0	0	0.294	0.787	0.971	0.676	1.000	0.654	1.000
8355	RFPL2	ret finger protein-like 2	227535	2	2	2	1	1	0	0	1	0	0	0.303	0.874	0.135	0.476	0.972	0.654	1.000
8356	CACNG3	calcium channel, voltage-dependent, gamma subunit 3	173650	1	1	1	0	1	0	0	0	0	0	0.654	0.662	NaN	NaN	NaN	0.654	1.000
8357	TRIM7	tripartite motif-containing 7	194761	1	1	1	1	0	0	0	1	0	0	0.654	0.940	NaN	NaN	NaN	0.654	1.000
8358	PCDHB15	protocadherin beta 15	424916	3	3	3	2	3	0	0	0	0	0	0.646	0.788	0.175	0.589	0.456	0.654	1.000
8359	PSMC1	proteasome (prosome, macropain) 26S subunit, ATPase, 1	242586	2	2	2	0	0	1	0	1	0	0	0.294	0.637	0.986	0.702	1.000	0.655	1.000
8360	FPR3	formyl peptide receptor 3	196436	1	1	1	0	0	1	0	0	0	0	0.655	0.679	NaN	NaN	NaN	0.655	1.000
8361	ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	186891	1	1	1	0	1	0	0	0	0	0	0.655	0.675	NaN	NaN	NaN	0.655	1.000
8362	SDS	serine dehydratase	178385	1	1	1	0	0	1	0	0	0	0	0.655	0.660	NaN	NaN	NaN	0.655	1.000
8363	DCAF6	DDB1 and CUL4 associated factor 6	491504	3	3	3	2	1	1	0	1	0	0	1.000	0.958	0.169	0.974	0.295	0.655	1.000
8364	PLEKHA5	pleckstrin homology domain containing, family A member 5	676094	4	4	4	0	1	1	1	0	1	0	0.346	0.320	0.911	0.582	0.851	0.655	1.000
8365	ALKBH8	alkB, alkylation repair homolog 8 (E. coli)	370364	1	1	1	0	0	1	0	0	0	0	0.655	0.795	NaN	NaN	NaN	0.655	1.000
8366	ZNF668	zinc finger protein 668	318087	3	3	3	1	1	1	0	0	1	0	0.424	0.694	0.910	0.430	0.697	0.655	1.000
8367	PGS1	phosphatidylglycerophosphate synthase 1	287849	1	1	1	0	1	0	0	0	0	0	0.656	0.675	NaN	NaN	NaN	0.656	1.000
8368	CHRNB3	cholinergic receptor, nicotinic, beta 3	255900	1	1	1	1	0	1	0	0	0	0	0.656	0.917	NaN	NaN	NaN	0.656	1.000
8369	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	318463	2	2	2	0	0	0	0	1	1	0	0.295	0.651	0.668	0.741	1.000	0.656	1.000
8370	INPP5E	inositol polyphosphate-5-phosphatase, 72 kDa	244760	3	2	3	1	1	1	0	0	1	0	0.295	0.544	0.556	0.476	1.000	0.656	1.000
8371	RNF32	ring finger protein 32	199667	1	1	1	1	0	0	0	0	1	0	0.656	1.000	NaN	NaN	NaN	0.656	1.000
8372	SPARCL1	SPARC-like 1 (mast9, hevin)	368371	2	1	2	0	0	0	1	0	1	0	0.656	0.600	NaN	NaN	NaN	0.656	1.000
8373	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	185239	2	2	2	0	0	2	0	0	0	0	0.296	0.470	0.722	0.685	1.000	0.656	1.000
8374	IL18R1	interleukin 18 receptor 1	304661	1	1	1	0	0	0	0	1	0	0	0.656	0.863	NaN	NaN	NaN	0.656	1.000
8375	THSD7A	thrombospondin, type I, domain containing 7A	890546	4	4	4	3	1	2	1	0	0	0	1.000	0.925	0.157	0.829	0.296	0.656	1.000
8376	GLB1L2	galactosidase, beta 1-like 2	353642	1	1	1	0	0	0	1	0	0	0	0.656	0.838	NaN	NaN	NaN	0.656	1.000
8377	FBRS	fibrosin	237097	2	2	2	1	0	0	2	0	0	0	0.311	0.774	0.164	0.651	0.951	0.656	1.000
8378	LCMT1	leucine carboxyl methyltransferase 1	191788	1	1	1	1	0	1	0	0	0	0	0.656	0.932	NaN	NaN	NaN	0.656	1.000
8379	SIK1	salt-inducible kinase 1	324480	3	3	3	2	2	0	0	0	1	0	0.759	0.868	0.335	0.193	0.390	0.656	1.000
8380	PCID2	PCI domain containing 2	229891	2	2	2	0	0	1	0	0	1	0	0.296	0.712	0.444	0.222	1.000	0.656	1.000
8381	ZFPM1	zinc finger protein, multitype 1	205645	1	1	1	0	1	0	0	0	0	0	0.656	0.641	NaN	NaN	NaN	0.656	1.000
8382	BIVM	basic, immunoglobulin-like variable motif containing	282229	1	1	1	0	0	1	0	0	0	0	0.656	0.818	NaN	NaN	NaN	0.656	1.000
8383	CEP70	centrosomal protein 70kDa	335688	1	1	1	0	0	1	0	0	0	0	0.657	0.798	NaN	NaN	NaN	0.657	1.000
8384	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	268746	1	1	1	1	0	1	0	0	0	0	0.657	0.955	NaN	NaN	NaN	0.657	1.000
8385	PRSS42	protease, serine, 42	164273	1	1	1	1	1	0	0	0	0	0	0.657	0.855	NaN	NaN	NaN	0.657	1.000
8386	PCNX	pecanex homolog (Drosophila)	1289009	7	7	7	0	1	3	2	1	0	0	0.460	0.146	0.889	0.325	0.644	0.657	1.000
8387	PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	249799	1	1	1	0	0	1	0	0	0	0	0.657	0.661	NaN	NaN	NaN	0.657	1.000
8388	AFAP1L1	actin filament associated protein 1-like 1	412876	3	3	3	0	0	2	0	0	1	0	0.475	0.451	0.725	0.258	0.624	0.657	1.000
8389	TSSC1	tumor suppressing subtransferable candidate 1	220107	2	2	2	0	0	1	0	0	1	0	0.297	0.483	0.956	0.784	1.000	0.657	1.000
8390	SLC46A3	solute carrier family 46, member 3	236569	1	1	1	1	0	1	0	0	0	0	0.657	0.946	NaN	NaN	NaN	0.657	1.000
8391	PUS7L	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	387168	1	1	1	0	0	0	0	0	1	0	0.657	0.816	NaN	NaN	NaN	0.657	1.000
8392	OXTR	oxytocin receptor	138681	1	1	1	0	0	0	0	0	1	0	0.657	1.000	NaN	NaN	NaN	0.657	1.000
8393	COL6A2	collagen, type VI, alpha 2	537265	7	6	7	2	4	1	0	0	2	0	0.297	0.405	0.896	0.658	1.000	0.657	1.000
8394	LCOR	ligand dependent nuclear receptor corepressor	232727	2	2	2	0	1	1	0	0	0	0	0.297	0.571	0.194	0.750	1.000	0.657	1.000
8395	MON1B	MON1 homolog B (yeast)	258229	1	1	1	0	1	0	0	0	0	0	0.657	0.703	NaN	NaN	NaN	0.657	1.000
8396	FAM81A	family with sequence similarity 81, member A	204627	1	1	1	1	0	0	1	0	0	0	0.657	0.945	NaN	NaN	NaN	0.657	1.000
8397	RUVBL2	RuvB-like 2 (E. coli)	262619	1	1	1	2	0	0	0	0	1	0	0.658	0.981	NaN	NaN	NaN	0.658	1.000
8398	TMEM132C	transmembrane protein 132C	595514	11	11	11	5	4	2	4	1	0	0	0.954	0.700	0.258	0.388	0.311	0.658	1.000
8399	NCAPH2	non-SMC condensin II complex, subunit H2	338688	1	1	1	0	0	0	1	0	0	0	0.658	0.833	NaN	NaN	NaN	0.658	1.000
8400	CX3CL1	chemokine (C-X3-C motif) ligand 1	212150	1	1	1	1	1	0	0	0	0	0	0.658	0.888	NaN	NaN	NaN	0.658	1.000
8401	TCEB3B	transcription elongation factor B polypeptide 3B (elongin A2)	411943	4	4	4	4	3	0	0	1	0	0	1.000	0.961	0.165	0.999	0.297	0.658	1.000
8402	IQSEC2	IQ motif and Sec7 domain 2	569227	2	2	2	3	0	1	0	1	0	0	1.000	0.985	0.431	0.133	0.297	0.658	1.000
8403	DDO	D-aspartate oxidase	206988	1	1	1	0	0	1	0	0	0	0	0.658	0.749	NaN	NaN	NaN	0.658	1.000
8404	CSRNP2	cysteine-serine-rich nuclear protein 2	297351	1	1	1	0	0	1	0	0	0	0	0.658	0.698	NaN	NaN	NaN	0.658	1.000
8405	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	305790	2	2	2	1	2	0	0	0	0	0	0.449	0.738	0.472	0.597	0.663	0.658	1.000
8406	DCAF12	DDB1 and CUL4 associated factor 12	249078	2	2	2	1	0	2	0	0	0	0	0.298	0.812	0.808	0.675	1.000	0.658	1.000
8407	NMD3	NMD3 homolog (S. cerevisiae)	289245	1	1	1	1	0	1	0	0	0	0	0.658	0.960	NaN	NaN	NaN	0.658	1.000
8408	NEU2	sialidase 2 (cytosolic sialidase)	175252	2	2	2	0	0	2	0	0	0	0	0.298	0.447	0.935	0.631	1.000	0.658	1.000
8409	ATR	ataxia telangiectasia and Rad3 related	1487563	5	5	5	2	0	1	1	1	2	0	0.986	0.898	0.144	0.409	0.302	0.658	1.000
8410	TRAPPC9	trafficking protein particle complex 9	686693	5	5	5	0	0	2	2	0	1	0	0.381	0.203	0.449	0.608	0.782	0.659	1.000
8411	MAPK4	mitogen-activated protein kinase 4	229759	2	2	2	1	1	0	0	0	1	0	0.411	0.879	0.940	0.281	0.725	0.659	1.000
8412	FGG	fibrinogen gamma chain	253662	1	1	1	1	0	1	0	0	0	0	0.659	0.935	NaN	NaN	NaN	0.659	1.000
8413	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	418838	3	3	3	0	1	1	1	0	0	0	0.298	0.332	0.844	0.426	1.000	0.659	1.000
8414	POP1	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	570008	3	3	3	0	0	2	0	0	1	0	0.480	0.385	0.527	0.381	0.621	0.659	1.000
8415	GAB3	GRB2-associated binding protein 3	282665	2	2	2	1	0	1	1	0	0	0	0.336	0.840	0.355	0.572	0.888	0.659	1.000
8416	RNPEPL1	arginyl aminopeptidase (aminopeptidase B)-like 1	271498	2	2	2	1	0	0	1	0	1	0	0.308	0.923	0.369	0.693	0.968	0.659	1.000
8417	HSF1	heat shock transcription factor 1	238705	1	1	1	0	0	1	0	0	0	0	0.659	0.646	NaN	NaN	NaN	0.659	1.000
8418	PATL2	protein associated with topoisomerase II homolog 2 (yeast)	304122	2	2	2	0	0	1	0	0	1	0	0.422	0.525	0.308	0.546	0.707	0.659	1.000
8419	XPO5	exportin 5	661619	2	2	2	3	0	1	1	0	0	0	1.000	0.985	0.0738	0.675	0.298	0.659	1.000
8420	PDE1C	phosphodiesterase 1C, calmodulin-dependent 70kDa	361017	3	3	3	0	1	2	0	0	0	0	0.299	0.380	0.583	0.931	1.000	0.660	1.000
8421	VGF	VGF nerve growth factor inducible	221922	1	1	1	0	0	0	0	0	1	0	0.660	1.000	NaN	NaN	NaN	0.660	1.000
8422	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	232206	1	1	1	0	0	1	0	0	0	0	0.660	0.766	NaN	NaN	NaN	0.660	1.000
8423	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	238316	1	1	1	0	0	1	0	0	0	0	0.660	0.713	NaN	NaN	NaN	0.660	1.000
8424	C16orf91	chromosome 16 open reading frame 91	192812	1	1	1	1	0	1	0	0	0	0	0.660	0.928	NaN	NaN	NaN	0.660	1.000
8425	RBM20	RNA binding motif protein 20	638545	4	4	4	0	2	1	0	0	1	0	0.424	0.232	0.235	0.896	0.706	0.660	1.000
8426	UBE3A	ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)	492712	3	3	3	0	1	1	0	1	0	0	0.366	0.483	0.566	0.733	0.816	0.660	1.000
8427	B3GALT4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	203735	1	1	1	0	0	0	0	1	0	0	0.660	0.798	NaN	NaN	NaN	0.660	1.000
8428	CALCOCO1	calcium binding and coiled-coil domain 1	390680	3	3	3	0	1	2	0	0	0	0	0.417	0.370	0.964	0.463	0.718	0.660	1.000
8429	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	222595	1	1	1	0	1	0	0	0	0	0	0.660	0.652	NaN	NaN	NaN	0.660	1.000
8430	NOSIP	nitric oxide synthase interacting protein	137869	1	1	1	0	1	0	0	0	0	0	0.660	0.651	NaN	NaN	NaN	0.660	1.000
8431	RPL3	ribosomal protein L3	214722	2	2	2	1	0	1	0	1	0	0	0.307	0.887	0.902	0.457	0.976	0.660	1.000
8432	CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)	222208	1	1	1	1	0	1	0	0	0	0	0.661	0.906	NaN	NaN	NaN	0.661	1.000
8433	FEZF1	FEZ family zinc finger 1	251676	1	1	1	0	0	0	0	0	1	0	0.661	0.699	NaN	NaN	NaN	0.661	1.000
8434	ARIH2	ariadne homolog 2 (Drosophila)	280343	2	2	2	1	1	0	0	1	0	0	0.299	0.885	0.976	0.435	1.000	0.661	1.000
8435	WDR87	WD repeat domain 87	1515829	10	9	10	4	0	3	4	2	1	0	0.996	0.830	0.167	0.812	0.301	0.661	1.000
8436	LUZP1	leucine zipper protein 1	585307	2	2	2	0	1	1	0	0	0	0	0.846	0.507	0.282	0.519	0.354	0.661	1.000
8437	RHO	rhodopsin	186229	1	1	1	0	0	1	0	0	0	0	0.661	0.631	NaN	NaN	NaN	0.661	1.000
8438	TBC1D20	TBC1 domain family, member 20	215730	1	1	1	0	0	1	0	0	0	0	0.661	0.687	NaN	NaN	NaN	0.661	1.000
8439	PCDHAC2	protocadherin alpha subfamily C, 2	477286	4	4	4	3	1	2	0	1	0	0	1.000	0.880	0.218	0.665	0.300	0.661	1.000
8440	ZNF136	zinc finger protein 136	300947	1	1	1	0	0	1	0	0	0	0	0.661	0.813	NaN	NaN	NaN	0.661	1.000
8441	FAM151A	family with sequence similarity 151, member A	326339	3	3	3	0	0	1	1	0	1	0	0.300	0.539	0.967	0.966	1.000	0.661	1.000
8442	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	245410	1	1	1	1	0	0	0	1	0	0	0.661	0.979	NaN	NaN	NaN	0.661	1.000
8443	IRS4	insulin receptor substrate 4	630496	3	3	3	1	0	3	0	0	0	0	0.692	0.738	0.371	0.368	0.433	0.661	1.000
8444	ZNF860	zinc finger protein 860	350630	2	2	2	1	1	0	0	0	1	0	0.300	0.922	0.715	0.727	1.000	0.661	1.000
8445	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	355229	3	3	3	1	1	0	0	2	0	0	0.339	0.767	0.800	0.941	0.884	0.661	1.000
8446	VRK1	vaccinia related kinase 1	228072	1	1	1	0	0	1	0	0	0	0	0.661	0.823	NaN	NaN	NaN	0.661	1.000
8447	GPRC5C	G protein-coupled receptor, family C, group 5, member C	265750	3	2	3	0	0	2	0	0	1	0	0.375	0.417	0.792	0.215	0.800	0.661	1.000
8448	HRH3	histamine receptor H3	208474	1	1	1	0	0	1	0	0	0	0	0.662	0.612	NaN	NaN	NaN	0.662	1.000
8449	NEK6	NIMA (never in mitosis gene a)-related kinase 6	198393	1	1	1	0	1	0	0	0	0	0	0.662	0.642	NaN	NaN	NaN	0.662	1.000
8450	DTNBP1	dystrobrevin binding protein 1	209598	1	1	1	1	0	0	1	0	0	0	0.662	0.941	NaN	NaN	NaN	0.662	1.000
8451	SLC16A7	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)	266471	1	1	1	0	0	1	0	0	0	0	0.662	0.790	NaN	NaN	NaN	0.662	1.000
8452	CSTF1	cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa	242222	1	1	1	0	0	1	0	0	0	0	0.662	0.765	NaN	NaN	NaN	0.662	1.000
8453	ZNF800	zinc finger protein 800	359195	2	2	2	0	1	0	0	0	1	0	0.342	0.611	0.814	0.931	0.879	0.662	1.000
8454	INSRR	insulin receptor-related receptor	684620	4	4	4	2	2	1	0	0	1	0	0.937	0.768	0.178	0.525	0.321	0.662	1.000
8455	INSC	inscuteable homolog (Drosophila)	302290	2	2	2	0	0	1	1	0	0	0	0.367	0.550	0.678	0.808	0.819	0.662	1.000
8456	ANO6	anoctamin 6	557644	2	2	2	0	0	0	1	1	0	0	0.581	0.665	0.197	0.903	0.517	0.662	1.000
8457	TAPBP	TAP binding protein (tapasin)	258952	1	1	1	0	1	0	0	0	0	0	0.662	0.633	NaN	NaN	NaN	0.662	1.000
8458	SLC36A2	solute carrier family 36 (proton/amino acid symporter), member 2	272452	2	2	2	0	1	1	0	0	0	0	0.301	0.429	0.193	0.533	1.000	0.662	1.000
8459	SCUBE3	signal peptide, CUB domain, EGF-like 3	545268	6	5	6	2	2	2	0	2	0	0	0.365	0.671	0.671	0.570	0.823	0.662	1.000
8460	REPS1	RALBP1 associated Eps domain containing 1	449743	2	2	2	0	0	1	0	0	1	0	0.639	0.568	0.148	0.690	0.471	0.662	1.000
8461	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	442017	3	3	3	0	0	0	0	1	2	0	0.301	0.850	0.582	0.835	1.000	0.662	1.000
8462	RNF19B	ring finger protein 19B	300574	2	2	2	1	0	1	1	0	0	0	0.301	0.862	0.797	0.947	1.000	0.662	1.000
8463	CARD9	caspase recruitment domain family, member 9	263354	2	2	2	0	2	0	0	0	0	0	0.560	0.482	0.217	0.958	0.537	0.662	1.000
8464	TSPYL6	TSPY-like 6	201231	2	2	2	0	1	1	0	0	0	0	0.382	0.467	0.416	0.779	0.787	0.662	1.000
8465	INTU	inturned planar cell polarity effector homolog (Drosophila)	520411	2	2	2	0	0	1	1	0	0	0	0.686	0.574	0.196	0.470	0.439	0.662	1.000
8466	GGCX	gamma-glutamyl carboxylase	413492	2	2	2	0	1	1	0	0	0	0	0.551	0.536	0.343	0.758	0.546	0.662	1.000
8467	IGSF11	immunoglobulin superfamily, member 11	251931	2	2	2	1	0	1	1	0	0	0	0.301	0.820	0.933	0.952	1.000	0.662	1.000
8468	MOV10L1	Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)	681978	4	3	4	0	1	2	1	0	0	0	0.663	0.279	0.636	0.108	0.454	0.662	1.000
8469	TP53BP1	tumor protein p53 binding protein 1	1078066	5	5	5	0	0	2	1	0	2	0	0.621	0.278	0.337	0.795	0.484	0.662	1.000
8470	ZNF611	zinc finger protein 611	394044	1	1	1	1	0	0	1	0	0	0	0.663	0.931	NaN	NaN	NaN	0.663	1.000
8471	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA-specific	260365	2	2	2	0	1	1	0	0	0	0	0.301	0.419	0.0172	0.303	1.000	0.663	1.000
8472	NUDCD1	NudC domain containing 1	331300	2	2	2	2	1	0	1	0	0	0	1.000	0.968	0.472	0.262	0.301	0.663	1.000
8473	RFTN1	raftlin, lipid raft linker 1	307823	2	2	2	2	0	1	1	0	0	0	1.000	0.929	0.434	0.244	0.301	0.663	1.000
8474	KRIT1	KRIT1, ankyrin repeat containing	418091	3	3	3	0	0	2	0	0	1	0	0.301	0.558	0.885	0.729	1.000	0.663	1.000
8475	PLA1A	phospholipase A1 member A	257077	1	1	1	1	0	1	0	0	0	0	0.663	0.919	NaN	NaN	NaN	0.663	1.000
8476	CALHM3	calcium homeostasis modulator 3	184027	1	1	1	0	0	1	0	0	0	0	0.663	0.623	NaN	NaN	NaN	0.663	1.000
8477	DYTN	dystrotelin	324223	1	1	1	1	0	1	0	0	0	0	0.663	0.937	NaN	NaN	NaN	0.663	1.000
8478	KLHDC4	kelch domain containing 4	291432	1	1	1	0	0	0	0	0	1	0	0.664	1.000	NaN	NaN	NaN	0.664	1.000
8479	OR10Q1	olfactory receptor, family 10, subfamily Q, member 1	168896	2	2	2	2	0	2	0	0	0	0	1.000	0.853	0.773	0.200	0.302	0.664	1.000
8480	SLC22A18	solute carrier family 22, member 18	186914	1	1	1	1	0	1	0	0	0	0	0.664	0.851	NaN	NaN	NaN	0.664	1.000
8481	SYNE1	spectrin repeat containing, nuclear envelope 1	4840354	53	44	53	15	5	21	16	7	4	0	1.000	0.452	0.176	0.842	0.302	0.664	1.000
8482	TXNDC11	thioredoxin domain containing 11	471121	2	2	2	2	0	0	0	0	2	0	0.743	0.983	0.0375	0.683	0.407	0.664	1.000
8483	RRAGD	Ras-related GTP binding D	201803	1	1	1	0	0	0	0	0	1	0	0.664	0.642	NaN	NaN	NaN	0.664	1.000
8484	KLHL21	kelch-like 21 (Drosophila)	159679	1	1	1	0	0	0	0	1	0	0	0.664	0.822	NaN	NaN	NaN	0.664	1.000
8485	OXER1	oxoeicosanoid (OXE) receptor 1	214043	1	1	1	1	1	0	0	0	0	0	0.664	0.886	NaN	NaN	NaN	0.664	1.000
8486	AIM1L	absent in melanoma 1-like	324756	2	2	2	0	1	1	0	0	0	0	0.626	0.452	0.489	0.206	0.483	0.664	1.000
8487	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	396615	1	1	1	1	0	0	0	1	0	0	0.665	0.970	NaN	NaN	NaN	0.665	1.000
8488	IQCB1	IQ motif containing B1	338972	1	1	1	0	0	1	0	0	0	0	0.665	0.791	NaN	NaN	NaN	0.665	1.000
8489	SAAL1	serum amyloid A-like 1	267869	2	2	2	0	1	0	0	1	0	0	0.303	0.561	0.909	0.942	1.000	0.665	1.000
8490	SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	184149	1	1	1	0	1	0	0	0	0	0	0.665	0.701	NaN	NaN	NaN	0.665	1.000
8491	FBXW2	F-box and WD repeat domain containing 2	239736	2	2	2	1	1	1	0	0	0	0	0.303	0.803	0.511	0.618	1.000	0.665	1.000
8492	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1	143209	1	1	1	1	0	0	0	0	1	0	0.665	1.000	NaN	NaN	NaN	0.665	1.000
8493	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	490470	4	4	4	2	0	2	1	1	0	0	0.695	0.862	0.296	0.983	0.436	0.665	1.000
8494	FRMD7	FERM domain containing 7	370374	2	2	2	1	0	0	0	2	0	0	0.303	0.930	0.858	0.733	1.000	0.665	1.000
8495	MARVELD3	MARVEL domain containing 3	280589	2	2	2	1	1	0	1	0	0	0	0.369	0.802	0.423	0.729	0.822	0.665	1.000
8496	GFRA3	GDNF family receptor alpha 3	208792	2	2	2	1	2	0	0	0	0	0	0.303	0.761	0.318	0.497	1.000	0.665	1.000
8497	DDB2	damage-specific DNA binding protein 2, 48kDa	239182	1	1	1	1	0	1	0	0	0	0	0.665	0.905	NaN	NaN	NaN	0.665	1.000
8498	FAM83E	family with sequence similarity 83, member E	232697	2	2	2	0	2	0	0	0	0	0	0.520	0.458	0.107	0.491	0.584	0.665	1.000
8499	ELP3	elongation protein 3 homolog (S. cerevisiae)	292815	1	1	1	1	0	1	0	0	0	0	0.666	0.939	NaN	NaN	NaN	0.666	1.000
8500	QSOX2	quiescin Q6 sulfhydryl oxidase 2	327081	1	1	1	0	1	0	0	0	0	0	0.666	0.645	NaN	NaN	NaN	0.666	1.000
8501	PIGK	phosphatidylinositol glycan anchor biosynthesis, class K	224202	2	2	2	0	0	1	0	1	0	0	0.304	0.695	0.872	0.895	1.000	0.666	1.000
8502	ANTXR2	anthrax toxin receptor 2	254968	1	1	1	0	0	1	0	0	0	0	0.666	0.799	NaN	NaN	NaN	0.666	1.000
8503	SRL	sarcalumenin	266908	2	2	2	0	0	1	0	0	1	0	0.315	0.452	0.316	0.787	0.965	0.666	1.000
8504	USP24	ubiquitin specific peptidase 24	1366530	10	10	10	3	2	4	1	2	1	0	0.795	0.677	0.606	0.120	0.382	0.666	1.000
